 100
 80 120 
 60 76 102 
 60 77 99 
 60 78 95 
 60 79 110 
 60 80 103 
 61 62 97 
 61 63 91 
 61 64 101 
 61 65 109 
 61 66 95 
 61 67 105 
 61 68 93 
 61 69 103 
 61 70 99 
 61 71 98 
 61 72 107 
 61 73 94 
 61 74 99 
 61 75 92 
 61 76 109 
 61 77 95 
 61 78 95 
 61 79 107 
 61 80 100 
 62 63 96 
 62 64 95 
 62 65 98 
 62 66 102 
 62 67 95 
 62 68 100 
 62 69 98 
 62 70 95 
 62 71 98 
 62 72 98 
 62 73 99 
 62 74 98 
 62 75 102 
 62 76 100 
 62 77 100 
 62 78 108 
 62 79 104 
 62 80 100 
 63 64 93 
 63 65 98 
 63 66 95 
 63 67 97 
 63 68 107 
 63 69 101 
 63 70 103 
 63 71 108 
 63 72 103 
 63 73 85 
 63 74 108 
 63 75 86 
 63 76 100 
 63 77 107 
 63 78 98 
 63 79 97 
 63 80 99 
 64 65 101 
 64 66 98 
 64 67 89 
 64 68 95 
 64 69 97 
 64 70 101 
 64 71 91 
 64 72 99 
 64 73 106 
 64 74 107 
 64 75 91 
 64 76 93 
 64 77 105 
 64 78 102 
 64 79 104 
 64 80 89 
 65 66 100 
 65 67 96 
 65 68 100 
 65 69 96 
 65 70 104 
 65 71 106 
 65 72 101 
 65 73 92 
 65 74 100 
 65 75 99 
 65 76 109 
 65 77 98 
 65 78 96 
 65 79 97 
 65 80 106 
 66 67 104 
 66 68 101 
 66 69 117 
 66 70 95 
 66 71 105 
 66 72 100 
 66 73 109 
 66 74 100 
 66 75 103 
 66 76 99 
 66 77 97 
 66 78 102 
 66 79 100 
 66 80 91 
 67 68 99 
 67 69 99 
 67 70 106 
 67 71 92 
 67 72 102 
 67 73 106 
 67 74 93 
 67 75 103 
 67 76 97 
 67 77 101 
 67 78 105 
 67 79 95 
 67 80 99 
 68 69 101 
 68 70 108 
 68 71 106 
 68 72 110 
 68 73 101 
 68 74 92 
 68 75 96 
 68 76 99 
 68 77 85 
 68 78 98 
 68 79 92 
 68 80 95 
 69 70 98 
 69 71 98 
 69 72 99 
 69 73 103 
 69 74 107 
 69 75 99 
 69 76 108 
 69 77 103 
 69 78 99 
 69 79 104 
 69 80 101 
 70 71 97 
 70 72 104 
 70 73 111 
 70 74 99 
 70 75 101 
 70 76 112 
 70 77 103 
 70 78 91 
 70 79 103 
 70 80 94 
 71 72 106 
 71 73 94 
 71 74 98 
 71 75 93 
 71 76 94 
 71 77 95 
 71 78 97 
 71 79 93 
 71 80 104 
 72 73 103 
 72 74 94 
 72 75 99 
 72 76 107 
 72 77 93 
 72 78 100 
 72 79 112 
 72 80 99 
 73 74 101 
 73 75 97 
 73 76 102 
 73 77 104 
 73 78 95 
 73 79 103 
 73 80 100 
 74 75 105 
 74 76 100 
 74 77 101 
 74 78 101 
 74 79 97 
 74 80 99 
 75 76 96 
 75 77 103 
 75 78 100 
 75 79 102 
 75 80 87 
 76 77 102 
 76 78 91 
 76 79 100 
 76 80 93 
 77 78 101 
 77 79 104 
 77 80 94 
 78 79 97 
 78 80 98 
 79 80 108 
 8 
 1 2 3 4 5 6 
 7 8 
 80 3160 
 1 2 298 
 1 3 296 
 1 4 308 
 1 5 300 
 1 6 304 
 1 7 290 
 1 8 300 
 1 9 184 
 1 10 197 
 1 11 199 
 1 12 197 
 1 13 195 
 1 14 196 
 1 15 197 
 1 16 198 
 1 17 209 
 1 18 189 
 1 19 197 
 1 20 197 
 1 21 203 
 1 22 199 
 1 23 204 
 1 24 192 
 1 25 202 
 1 26 200 
 1 27 189 
 1 28 200 
 1 29 201 
 1 30 198 
 1 31 201 
 1 32 198 
 1 33 211 
 1 34 195 
 1 35 197 
 1 36 193 
 1 37 183 
 1 38 194 
 1 39 211 
 1 40 198 
 1 41 203 
 1 42 200 
 1 43 196 
 1 44 199 
 1 45 200 
 1 46 197 
 1 47 202 
 1 48 191 
 1 49 195 
 1 50 196 
 1 51 198 
 1 52 195 
 1 53 200 
 1 54 196 
 1 55 199 
 1 56 204 
 1 57 200 
 1 58 205 
 1 59 203 
 1 60 196 
 1 61 197 
 1 62 194 
 1 63 202 
 1 64 203 
 1 65 198 
 1 66 200 
 1 67 192 
 1 68 197 
 1 69 209 
 1 70 200 
 1 71 203 
 1 72 207 
 1 73 196 
 1 74 208 
 1 75 202 
 1 76 201 
 1 77 203 
 1 78 198 
 1 79 207 
 1 80 205 
 2 3 303 
 2 4 292 
 2 5 302 
 2 6 297 
 2 7 304 
 2 8 299 
 2 9 201 
 2 10 193 
 2 11 207 
 2 12 195 
 2 13 193 
 2 14 200 
 2 15 194 
 2 16 197 
 2 17 204 
 2 18 193 
 2 19 196 
 2 20 200 
 2 21 206 
 2 22 203 
 2 23 203 
 2 24 188 
 2 25 203 
 2 26 202 
 2 27 199 
 2 28 194 
 2 29 203 
 2 30 194 
 2 31 194 
 2 32 205 
 2 33 199 
 2 34 190 
 2 35 206 
 2 36 212 
 2 37 197 
 2 38 205 
 2 39 200 
 2 40 194 
 2 41 197 
 2 42 194 
 2 43 196 
 2 44 208 
 2 45 200 
 2 46 198 
 2 47 202 
 2 48 196 
 2 49 192 
 2 50 192 
 2 51 203 
 2 52 202 
 2 53 188 
 2 54 199 
 2 55 198 
 2 56 200 
 2 57 206 
 2 58 202 
 2 59 198 
 2 60 203 
 2 61 205 
 2 62 199 
 2 63 192 
 2 64 192 
 2 65 196 
 2 66 196 
 2 67 206 
 2 68 207 
 2 69 198 
 2 70 203 
 2 71 205 
 2 72 188 
 2 73 197 
 2 74 200 
 2 75 208 
 2 76 202 
 2 77 192 
 2 78 205 
 2 79 199 
 2 80 207 
 3 4 309 
 3 5 305 
 3 6 301 
 3 7 298 
 3 8 305 
 3 9 195 
 3 10 199 
 3 11 198 
 3 12 198 
 3 13 197 
 3 14 198 
 3 15 204 
 3 16 205 
 3 17 202 
 3 18 201 
 3 19 206 
 3 20 205 
 3 21 204 
 3 22 197 
 3 23 200 
 3 24 193 
 3 25 203 
 3 26 197 
 3 27 193 
 3 28 200 
 3 29 200 
 3 30 197 
 3 31 199 
 3 32 212 
 3 33 210 
 3 34 195 
 3 35 202 
 3 36 194 
 3 37 193 
 3 38 201 
 3 39 199 
 3 40 199 
 3 41 204 
 3 42 208 
 3 43 204 
 3 44 196 
 3 45 201 
 3 46 201 
 3 47 197 
 3 48 193 
 3 49 209 
 3 50 206 
 3 51 199 
 3 52 202 
 3 53 195 
 3 54 189 
 3 55 197 
 3 56 202 
 3 57 204 
 3 58 197 
 3 59 199 
 3 60 198 
 3 61 205 
 3 62 196 
 3 63 202 
 3 64 204 
 3 65 200 
 3 66 198 
 3 67 202 
 3 68 209 
 3 69 200 
 3 70 205 
 3 71 194 
 3 72 211 
 3 73 201 
 3 74 213 
 3 75 208 
 3 76 197 
 3 77 198 
 3 78 202 
 3 79 202 
 3 80 198 
 4 5 303 
 4 6 295 
 4 7 299 
 4 8 303 
 4 9 198 
 4 10 203 
 4 11 193 
 4 12 196 
 4 13 207 
 4 14 193 
 4 15 193 
 4 16 196 
 4 17 206 
 4 18 198 
 4 19 209 
 4 20 191 
 4 21 202 
 4 22 204 
 4 23 206 
 4 24 200 
 4 25 204 
 4 26 196 
 4 27 201 
 4 28 197 
 4 29 194 
 4 30 205 
 4 31 195 
 4 32 201 
 4 33 199 
 4 34 196 
 4 35 206 
 4 36 205 
 4 37 202 
 4 38 202 
 4 39 214 
 4 40 191 
 4 41 190 
 4 42 195 
 4 43 202 
 4 44 202 
 4 45 191 
 4 46 196 
 4 47 195 
 4 48 200 
 4 49 196 
 4 50 209 
 4 51 196 
 4 52 202 
 4 53 204 
 4 54 193 
 4 55 200 
 4 56 203 
 4 57 206 
 4 58 195 
 4 59 200 
 4 60 196 
 4 61 195 
 4 62 203 
 4 63 202 
 4 64 197 
 4 65 197 
 4 66 201 
 4 67 202 
 4 68 203 
 4 69 206 
 4 70 203 
 4 71 206 
 4 72 197 
 4 73 196 
 4 74 192 
 4 75 196 
 4 76 202 
 4 77 199 
 4 78 200 
 4 79 201 
 4 80 203 
 5 6 298 
 5 7 301 
 5 8 292 
 5 9 193 
 5 10 192 
 5 11 208 
 5 12 197 
 5 13 194 
 5 14 203 
 5 15 200 
 5 16 190 
 5 17 206 
 5 18 199 
 5 19 198 
 5 20 201 
 5 21 195 
 5 22 205 
 5 23 193 
 5 24 197 
 5 25 198 
 5 26 199 
 5 27 197 
 5 28 205 
 5 29 201 
 5 30 199 
 5 31 205 
 5 32 206 
 5 33 196 
 5 34 205 
 5 35 199 
 5 36 198 
 5 37 202 
 5 38 207 
 5 39 196 
 5 40 203 
 5 41 194 
 5 42 199 
 5 43 192 
 5 44 202 
 5 45 202 
 5 46 202 
 5 47 195 
 5 48 201 
 5 49 194 
 5 50 199 
 5 51 205 
 5 52 197 
 5 53 201 
 5 54 193 
 5 55 193 
 5 56 205 
 5 57 196 
 5 58 199 
 5 59 194 
 5 60 202 
 5 61 200 
 5 62 195 
 5 63 196 
 5 64 198 
 5 65 210 
 5 66 199 
 5 67 203 
 5 68 193 
 5 69 200 
 5 70 205 
 5 71 198 
 5 72 202 
 5 73 196 
 5 74 194 
 5 75 206 
 5 76 194 
 5 77 205 
 5 78 197 
 5 79 194 
 5 80 203 
 6 7 292 
 6 8 298 
 6 9 193 
 6 10 199 
 6 11 199 
 6 12 198 
 6 13 195 
 6 14 203 
 6 15 197 
 6 16 196 
 6 17 196 
 6 18 206 
 6 19 208 
 6 20 208 
 6 21 199 
 6 22 200 
 6 23 203 
 6 24 193 
 6 25 202 
 6 26 197 
 6 27 203 
 6 28 203 
 6 29 198 
 6 30 202 
 6 31 208 
 6 32 203 
 6 33 212 
 6 34 206 
 6 35 193 
 6 36 198 
 6 37 199 
 6 38 204 
 6 39 200 
 6 40 195 
 6 41 204 
 6 42 207 
 6 43 200 
 6 44 204 
 6 45 203 
 6 46 202 
 6 47 209 
 6 48 197 
 6 49 191 
 6 50 204 
 6 51 193 
 6 52 196 
 6 53 201 
 6 54 203 
 6 55 195 
 6 56 197 
 6 57 195 
 6 58 211 
 6 59 192 
 6 60 207 
 6 61 198 
 6 62 198 
 6 63 199 
 6 64 197 
 6 65 200 
 6 66 196 
 6 67 198 
 6 68 206 
 6 69 193 
 6 70 193 
 6 71 195 
 6 72 201 
 6 73 189 
 6 74 199 
 6 75 202 
 6 76 202 
 6 77 199 
 6 78 205 
 6 79 204 
 6 80 192 
 7 8 297 
 7 9 201 
 7 10 201 
 7 11 199 
 7 12 203 
 7 13 195 
 7 14 192 
 7 15 204 
 7 16 198 
 7 17 197 
 7 18 201 
 7 19 205 
 7 20 197 
 7 21 195 
 7 22 207 
 7 23 197 
 7 24 204 
 7 25 203 
 7 26 199 
 7 27 197 
 7 28 191 
 7 29 195 
 7 30 197 
 7 31 197 
 7 32 205 
 7 33 195 
 7 34 200 
 7 35 199 
 7 36 195 
 7 37 198 
 7 38 201 
 7 39 206 
 7 40 205 
 7 41 205 
 7 42 206 
 7 43 206 
 7 44 192 
 7 45 194 
 7 46 192 
 7 47 200 
 7 48 195 
 7 49 199 
 7 50 195 
 7 51 204 
 7 52 203 
 7 53 189 
 7 54 199 
 7 55 196 
 7 56 199 
 7 57 202 
 7 58 195 
 7 59 206 
 7 60 201 
 7 61 197 
 7 62 196 
 7 63 210 
 7 64 203 
 7 65 211 
 7 66 202 
 7 67 206 
 7 68 200 
 7 69 195 
 7 70 200 
 7 71 198 
 7 72 200 
 7 73 204 
 7 74 201 
 7 75 199 
 7 76 203 
 7 77 204 
 7 78 205 
 7 79 198 
 7 80 204 
 8 9 196 
 8 10 199 
 8 11 201 
 8 12 200 
 8 13 190 
 8 14 197 
 8 15 206 
 8 16 197 
 8 17 203 
 8 18 204 
 8 19 205 
 8 20 193 
 8 21 198 
 8 22 201 
 8 23 199 
 8 24 205 
 8 25 202 
 8 26 195 
 8 27 199 
 8 28 194 
 8 29 198 
 8 30 201 
 8 31 208 
 8 32 201 
 8 33 208 
 8 34 197 
 8 35 205 
 8 36 194 
 8 37 207 
 8 38 207 
 8 39 205 
 8 40 202 
 8 41 195 
 8 42 189 
 8 43 200 
 8 44 206 
 8 45 206 
 8 46 196 
 8 47 208 
 8 48 201 
 8 49 206 
 8 50 189 
 8 51 206 
 8 52 202 
 8 53 199 
 8 54 200 
 8 55 197 
 8 56 195 
 8 57 206 
 8 58 194 
 8 59 200 
 8 60 206 
 8 61 205 
 8 62 197 
 8 63 191 
 8 64 205 
 8 65 200 
 8 66 198 
 8 67 199 
 8 68 195 
 8 69 202 
 8 70 205 
 8 71 205 
 8 72 197 
 8 73 195 
 8 74 199 
 8 75 201 
 8 76 196 
 8 77 205 
 8 78 205 
 8 79 199 
 8 80 195 
 9 10 100 
 9 11 99 
 9 12 103 
 9 13 105 
 9 14 92 
 9 15 104 
 9 16 89 
 9 17 90 
 9 18 102 
 9 19 107 
 9 20 104 
 9 21 100 
 9 22 104 
 9 23 95 
 9 24 98 
 9 25 100 
 9 26 97 
 9 27 103 
 9 28 103 
 9 29 99 
 9 30 102 
 9 31 95 
 9 32 98 
 9 33 93 
 9 34 95 
 9 35 101 
 9 36 95 
 9 37 103 
 9 38 94 
 9 39 101 
 9 40 98 
 9 41 99 
 9 42 89 
 9 43 103 
 9 44 108 
 9 45 94 
 9 46 100 
 9 47 105 
 9 48 104 
 9 49 96 
 9 50 100 
 9 51 94 
 9 52 104 
 9 53 101 
 9 54 89 
 9 55 107 
 9 56 110 
 9 57 88 
 9 58 103 
 9 59 104 
 9 60 108 
 9 61 98 
 9 62 98 
 9 63 107 
 9 64 106 
 9 65 107 
 9 66 96 
 9 67 103 
 9 68 99 
 9 69 109 
 9 70 98 
 9 71 89 
 9 72 103 
 9 73 98 
 9 74 96 
 9 75 97 
 9 76 104 
 9 77 104 
 9 78 98 
 9 79 95 
 9 80 97 
 10 11 101 
 10 12 106 
 10 13 101 
 10 14 101 
 10 15 96 
 10 16 100 
 10 17 106 
 10 18 96 
 10 19 92 
 10 20 103 
 10 21 97 
 10 22 101 
 10 23 98 
 10 24 87 
 10 25 95 
 10 26 111 
 10 27 102 
 10 28 100 
 10 29 94 
 10 30 104 
 10 31 101 
 10 32 90 
 10 33 105 
 10 34 100 
 10 35 96 
 10 36 98 
 10 37 94 
 10 38 100 
 10 39 104 
 10 40 89 
 10 41 100 
 10 42 100 
 10 43 96 
 10 44 98 
 10 45 101 
 10 46 98 
 10 47 98 
 10 48 93 
 10 49 109 
 10 50 109 
 10 51 102 
 10 52 103 
 10 53 95 
 10 54 98 
 10 55 101 
 10 56 99 
 10 57 99 
 10 58 98 
 10 59 94 
 10 60 103 
 10 61 92 
 10 62 94 
 10 63 98 
 10 64 101 
 10 65 94 
 10 66 100 
 10 67 102 
 10 68 101 
 10 69 102 
 10 70 87 
 10 71 98 
 10 72 95 
 10 73 88 
 10 74 104 
 10 75 95 
 10 76 97 
 10 77 103 
 10 78 94 
 10 79 101 
 10 80 100 
 11 12 102 
 11 13 102 
 11 14 91 
 11 15 95 
 11 16 102 
 11 17 102 
 11 18 111 
 11 19 99 
 11 20 104 
 11 21 102 
 11 22 97 
 11 23 103 
 11 24 96 
 11 25 102 
 11 26 108 
 11 27 102 
 11 28 94 
 11 29 93 
 11 30 94 
 11 31 106 
 11 32 96 
 11 33 103 
 11 34 102 
 11 35 101 
 11 36 93 
 11 37 104 
 11 38 106 
 11 39 105 
 11 40 98 
 11 41 97 
 11 42 103 
 11 43 112 
 11 44 101 
 11 45 95 
 11 46 102 
 11 47 104 
 11 48 97 
 11 49 99 
 11 50 100 
 11 51 97 
 11 52 94 
 11 53 107 
 11 54 100 
 11 55 105 
 11 56 111 
 11 57 94 
 11 58 99 
 11 59 103 
 11 60 100 
 11 61 106 
 11 62 95 
 11 63 99 
 11 64 98 
 11 65 101 
 11 66 106 
 11 67 103 
 11 68 101 
 11 69 109 
 11 70 95 
 11 71 93 
 11 72 96 
 11 73 95 
 11 74 97 
 11 75 108 
 11 76 94 
 11 77 100 
 11 78 101 
 11 79 94 
 11 80 105 
 12 13 96 
 12 14 96 
 12 15 101 
 12 16 101 
 12 17 99 
 12 18 103 
 12 19 95 
 12 20 97 
 12 21 93 
 12 22 99 
 12 23 97 
 12 24 96 
 12 25 92 
 12 26 103 
 12 27 102 
 12 28 106 
 12 29 99 
 12 30 92 
 12 31 90 
 12 32 100 
 12 33 99 
 12 34 101 
 12 35 108 
 12 36 110 
 12 37 96 
 12 38 97 
 12 39 100 
 12 40 105 
 12 41 93 
 12 42 104 
 12 43 88 
 12 44 90 
 12 45 100 
 12 46 94 
 12 47 97 
 12 48 100 
 12 49 91 
 12 50 103 
 12 51 105 
 12 52 100 
 12 53 99 
 12 54 99 
 12 55 106 
 12 56 100 
 12 57 101 
 12 58 102 
 12 59 92 
 12 60 108 
 12 61 96 
 12 62 101 
 12 63 95 
 12 64 103 
 12 65 96 
 12 66 109 
 12 67 105 
 12 68 97 
 12 69 100 
 12 70 97 
 12 71 99 
 12 72 99 
 12 73 95 
 12 74 94 
 12 75 98 
 12 76 94 
 12 77 102 
 12 78 103 
 12 79 103 
 12 80 105 
 13 14 101 
 13 15 100 
 13 16 105 
 13 17 100 
 13 18 107 
 13 19 100 
 13 20 104 
 13 21 102 
 13 22 104 
 13 23 104 
 13 24 89 
 13 25 106 
 13 26 109 
 13 27 98 
 13 28 97 
 13 29 96 
 13 30 96 
 13 31 102 
 13 32 98 
 13 33 98 
 13 34 92 
 13 35 100 
 13 36 105 
 13 37 106 
 13 38 97 
 13 39 100 
 13 40 105 
 13 41 101 
 13 42 95 
 13 43 97 
 13 44 102 
 13 45 107 
 13 46 90 
 13 47 99 
 13 48 94 
 13 49 108 
 13 50 99 
 13 51 89 
 13 52 106 
 13 53 102 
 13 54 97 
 13 55 99 
 13 56 100 
 13 57 83 
 13 58 94 
 13 59 99 
 13 60 91 
 13 61 97 
 13 62 97 
 13 63 95 
 13 64 95 
 13 65 89 
 13 66 101 
 13 67 98 
 13 68 97 
 13 69 87 
 13 70 98 
 13 71 104 
 13 72 96 
 13 73 101 
 13 74 102 
 13 75 110 
 13 76 109 
 13 77 104 
 13 78 101 
 13 79 106 
 13 80 100 
 14 15 106 
 14 16 99 
 14 17 105 
 14 18 105 
 14 19 105 
 14 20 96 
 14 21 110 
 14 22 94 
 14 23 88 
 14 24 95 
 14 25 100 
 14 26 99 
 14 27 101 
 14 28 97 
 14 29 92 
 14 30 98 
 14 31 96 
 14 32 104 
 14 33 98 
 14 34 97 
 14 35 113 
 14 36 97 
 14 37 96 
 14 38 94 
 14 39 95 
 14 40 96 
 14 41 98 
 14 42 111 
 14 43 93 
 14 44 108 
 14 45 95 
 14 46 97 
 14 47 104 
 14 48 87 
 14 49 104 
 14 50 101 
 14 51 111 
 14 52 99 
 14 53 96 
 14 54 99 
 14 55 101 
 14 56 102 
 14 57 99 
 14 58 99 
 14 59 97 
 14 60 98 
 14 61 106 
 14 62 101 
 14 63 97 
 14 64 100 
 14 65 96 
 14 66 102 
 14 67 92 
 14 68 102 
 14 69 96 
 14 70 94 
 14 71 92 
 14 72 99 
 14 73 106 
 14 74 96 
 14 75 96 
 14 76 102 
 14 77 96 
 14 78 107 
 14 79 101 
 14 80 97 
 15 16 102 
 15 17 108 
 15 18 113 
 15 19 96 
 15 20 106 
 15 21 101 
 15 22 104 
 15 23 98 
 15 24 98 
 15 25 101 
 15 26 101 
 15 27 99 
 15 28 100 
 15 29 102 
 15 30 97 
 15 31 104 
 15 32 106 
 15 33 100 
 15 34 108 
 15 35 96 
 15 36 98 
 15 37 97 
 15 38 102 
 15 39 104 
 15 40 104 
 15 41 99 
 15 42 102 
 15 43 105 
 15 44 98 
 15 45 108 
 15 46 97 
 15 47 105 
 15 48 88 
 15 49 98 
 15 50 105 
 15 51 94 
 15 52 100 
 15 53 97 
 15 54 104 
 15 55 107 
 15 56 102 
 15 57 97 
 15 58 100 
 15 59 112 
 15 60 92 
 15 61 102 
 15 62 88 
 15 63 99 
 15 64 94 
 15 65 97 
 15 66 102 
 15 67 92 
 15 68 108 
 15 69 105 
 15 70 106 
 15 71 94 
 15 72 96 
 15 73 95 
 15 74 97 
 15 75 97 
 15 76 96 
 15 77 108 
 15 78 98 
 15 79 105 
 15 80 106 
 16 17 98 
 16 18 101 
 16 19 105 
 16 20 101 
 16 21 101 
 16 22 97 
 16 23 106 
 16 24 97 
 16 25 104 
 16 26 104 
 16 27 102 
 16 28 95 
 16 29 106 
 16 30 104 
 16 31 103 
 16 32 101 
 16 33 107 
 16 34 101 
 16 35 106 
 16 36 104 
 16 37 96 
 16 38 104 
 16 39 102 
 16 40 92 
 16 41 95 
 16 42 97 
 16 43 104 
 16 44 96 
 16 45 103 
 16 46 101 
 16 47 94 
 16 48 97 
 16 49 108 
 16 50 93 
 16 51 102 
 16 52 102 
 16 53 102 
 16 54 100 
 16 55 97 
 16 56 97 
 16 57 104 
 16 58 98 
 16 59 94 
 16 60 95 
 16 61 99 
 16 62 102 
 16 63 107 
 16 64 103 
 16 65 102 
 16 66 99 
 16 67 105 
 16 68 110 
 16 69 98 
 16 70 97 
 16 71 101 
 16 72 101 
 16 73 91 
 16 74 93 
 16 75 99 
 16 76 100 
 16 77 106 
 16 78 94 
 16 79 101 
 16 80 95 
 17 18 108 
 17 19 105 
 17 20 104 
 17 21 84 
 17 22 96 
 17 23 100 
 17 24 109 
 17 25 100 
 17 26 99 
 17 27 103 
 17 28 102 
 17 29 100 
 17 30 99 
 17 31 102 
 17 32 100 
 17 33 109 
 17 34 94 
 17 35 97 
 17 36 104 
 17 37 93 
 17 38 105 
 17 39 96 
 17 40 88 
 17 41 96 
 17 42 98 
 17 43 103 
 17 44 95 
 17 45 114 
 17 46 103 
 17 47 105 
 17 48 103 
 17 49 102 
 17 50 96 
 17 51 103 
 17 52 102 
 17 53 100 
 17 54 97 
 17 55 93 
 17 56 93 
 17 57 95 
 17 58 100 
 17 59 100 
 17 60 103 
 17 61 98 
 17 62 104 
 17 63 102 
 17 64 101 
 17 65 100 
 17 66 105 
 17 67 105 
 17 68 90 
 17 69 104 
 17 70 100 
 17 71 101 
 17 72 96 
 17 73 101 
 17 74 108 
 17 75 98 
 17 76 88 
 17 77 98 
 17 78 97 
 17 79 91 
 17 80 98 
 18 19 99 
 18 20 106 
 18 21 94 
 18 22 102 
 18 23 107 
 18 24 107 
 18 25 89 
 18 26 92 
 18 27 97 
 18 28 99 
 18 29 100 
 18 30 93 
 18 31 104 
 18 32 104 
 18 33 88 
 18 34 101 
 18 35 102 
 18 36 90 
 18 37 101 
 18 38 105 
 18 39 109 
 18 40 99 
 18 41 88 
 18 42 96 
 18 43 90 
 18 44 104 
 18 45 100 
 18 46 95 
 18 47 96 
 18 48 98 
 18 49 98 
 18 50 96 
 18 51 98 
 18 52 92 
 18 53 100 
 18 54 91 
 18 55 107 
 18 56 103 
 18 57 99 
 18 58 97 
 18 59 101 
 18 60 102 
 18 61 102 
 18 62 99 
 18 63 100 
 18 64 95 
 18 65 94 
 18 66 102 
 18 67 97 
 18 68 91 
 18 69 95 
 18 70 96 
 18 71 101 
 18 72 106 
 18 73 98 
 18 74 88 
 18 75 107 
 18 76 105 
 18 77 92 
 18 78 95 
 18 79 91 
 18 80 104 
 19 20 97 
 19 21 97 
 19 22 94 
 19 23 97 
 19 24 102 
 19 25 91 
 19 26 102 
 19 27 94 
 19 28 98 
 19 29 96 
 19 30 96 
 19 31 106 
 19 32 101 
 19 33 101 
 19 34 102 
 19 35 97 
 19 36 105 
 19 37 91 
 19 38 95 
 19 39 99 
 19 40 104 
 19 41 102 
 19 42 94 
 19 43 97 
 19 44 98 
 19 45 106 
 19 46 104 
 19 47 101 
 19 48 93 
 19 49 104 
 19 50 93 
 19 51 97 
 19 52 93 
 19 53 104 
 19 54 107 
 19 55 102 
 19 56 95 
 19 57 100 
 19 58 97 
 19 59 99 
 19 60 97 
 19 61 99 
 19 62 95 
 19 63 107 
 19 64 98 
 19 65 113 
 19 66 103 
 19 67 89 
 19 68 96 
 19 69 95 
 19 70 98 
 19 71 104 
 19 72 98 
 19 73 100 
 19 74 106 
 19 75 105 
 19 76 98 
 19 77 101 
 19 78 90 
 19 79 102 
 19 80 96 
 20 21 93 
 20 22 95 
 20 23 101 
 20 24 101 
 20 25 97 
 20 26 101 
 20 27 98 
 20 28 93 
 20 29 104 
 20 30 103 
 20 31 98 
 20 32 102 
 20 33 105 
 20 34 96 
 20 35 98 
 20 36 94 
 20 37 96 
 20 38 109 
 20 39 98 
 20 40 107 
 20 41 93 
 20 42 91 
 20 43 93 
 20 44 90 
 20 45 92 
 20 46 100 
 20 47 100 
 20 48 101 
 20 49 98 
 20 50 106 
 20 51 96 
 20 52 103 
 20 53 107 
 20 54 101 
 20 55 102 
 20 56 96 
 20 57 105 
 20 58 106 
 20 59 101 
 20 60 92 
 20 61 104 
 20 62 101 
 20 63 94 
 20 64 94 
 20 65 96 
 20 66 105 
 20 67 96 
 20 68 105 
 20 69 99 
 20 70 106 
 20 71 101 
 20 72 100 
 20 73 93 
 20 74 88 
 20 75 108 
 20 76 98 
 20 77 99 
 20 78 102 
 20 79 104 
 20 80 92 
 21 22 107 
 21 23 96 
 21 24 99 
 21 25 100 
 21 26 96 
 21 27 99 
 21 28 88 
 21 29 108 
 21 30 93 
 21 31 108 
 21 32 100 
 21 33 99 
 21 34 96 
 21 35 102 
 21 36 97 
 21 37 94 
 21 38 104 
 21 39 98 
 21 40 94 
 21 41 106 
 21 42 103 
 21 43 101 
 21 44 103 
 21 45 95 
 21 46 101 
 21 47 105 
 21 48 104 
 21 49 98 
 21 50 90 
 21 51 107 
 21 52 97 
 21 53 97 
 21 54 98 
 21 55 96 
 21 56 102 
 21 57 105 
 21 58 97 
 21 59 103 
 21 60 97 
 21 61 104 
 21 62 92 
 21 63 110 
 21 64 95 
 21 65 103 
 21 66 99 
 21 67 97 
 21 68 93 
 21 69 95 
 21 70 97 
 21 71 91 
 21 72 104 
 21 73 103 
 21 74 99 
 21 75 99 
 21 76 111 
 21 77 109 
 21 78 110 
 21 79 97 
 21 80 96 
 22 23 103 
 22 24 97 
 22 25 96 
 22 26 95 
 22 27 104 
 22 28 95 
 22 29 109 
 22 30 110 
 22 31 102 
 22 32 106 
 22 33 108 
 22 34 90 
 22 35 96 
 22 36 96 
 22 37 95 
 22 38 107 
 22 39 95 
 22 40 107 
 22 41 100 
 22 42 88 
 22 43 96 
 22 44 103 
 22 45 110 
 22 46 104 
 22 47 107 
 22 48 92 
 22 49 95 
 22 50 104 
 22 51 92 
 22 52 98 
 22 53 96 
 22 54 102 
 22 55 91 
 22 56 97 
 22 57 104 
 22 58 101 
 22 59 111 
 22 60 99 
 22 61 97 
 22 62 99 
 22 63 99 
 22 64 83 
 22 65 114 
 22 66 103 
 22 67 101 
 22 68 103 
 22 69 94 
 22 70 97 
 22 71 99 
 22 72 95 
 22 73 96 
 22 74 97 
 22 75 100 
 22 76 100 
 22 77 103 
 22 78 97 
 22 79 103 
 22 80 101 
 23 24 100 
 23 25 98 
 23 26 106 
 23 27 100 
 23 28 105 
 23 29 105 
 23 30 100 
 23 31 100 
 23 32 95 
 23 33 110 
 23 34 94 
 23 35 99 
 23 36 95 
 23 37 102 
 23 38 99 
 23 39 105 
 23 40 97 
 23 41 103 
 23 42 94 
 23 43 103 
 23 44 88 
 23 45 95 
 23 46 105 
 23 47 97 
 23 48 101 
 23 49 98 
 23 50 104 
 23 51 99 
 23 52 92 
 23 53 94 
 23 54 104 
 23 55 107 
 23 56 103 
 23 57 102 
 23 58 98 
 23 59 101 
 23 60 105 
 23 61 100 
 23 62 106 
 23 63 97 
 23 64 113 
 23 65 101 
 23 66 94 
